"","stType","gender","X","ID","boostId","time.s.","startTime","endTime","points","subDate.resp","TCLE","dfs.i10","dfs.i20","dfs.i4","dfs.i21","dfs.i32","dfs.i24","dfs.i7","dfs.i17","dfs.i36","pre.c1","pre.c2","pre.c3","pre.c4","pre.c5","pre.c6","subDate.pos","fss.i4","fss.i7","fss.i10","fss.i11","fss.i17","fss.i21","fss.i24","fss.i27","fss.i32","pos.c1","pos.c2","pos.c3","pos.c4","pos.c5","pos.c6","etnia","economic.class","city","edLevel","inBoost","inThreat","notInTreatAndNotInBoost","condicao","dfs","fss","autoeficacia.pre","autoeficacia.pos","std.points"
"60","stFemale","Masculino",30,"p30","female4trigemeas",405.027,1619809446974,1619809852001,15,"2021-04-30 16:04:04","Aceito",5,3,3,4,3,3,5,5,5,8,8,8,7,8,8,"2021-04-30 16:14:48",5,5,5,4,2,5,5,5,5,8,8,8,8,8,8,"Amarelo","Classe Baixa","Lagoa De Itaenga","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4,4.55555555555556,7.83333333333333,8,-2.44948974278318
"61","stFemale","Masculino",34,"p34","female4trigemeas",199.696,1620149442104,1620149641800,6,"2021-05-04 14:30:40","Aceito",4,3,2,4,4,3,4,5,5,8,8,8,6,6,5,"2021-05-04 14:36:18",3,4,2,2,5,3,2,3,3,8,8,6,7,6,7,"Branco","Classe Média","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.77777777777778,3,6.83333333333333,7,-3.87298334620742
"62","stFemale","Masculino",45,"p45","female4math",92.905,1620146951875,1620147044780,4,"2021-05-04 13:49:06","Aceito",4,2,4,5,5,4,5,4,5,2,6,6,5,4,5,"2021-05-04 13:52:30",4,4,3,2,4,5,4,3,2,4,7,6,8,7,6,"Pardo","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.22222222222222,3.44444444444444,4.66666666666667,6.33333333333333,-4.12310562561766
"63","stFemale","Masculino",62,"p62","female4bolsas",768.621,1620147822156,1620148590777,15,"2021-05-04 14:03:39","Aceito",3,2,3,3,4,4,2,5,3,2,8,6,8,1,8,"2021-05-04 14:24:24",5,3,3,3,3,4,3,3,3,8,8,8,8,2,1,"Branco","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.22222222222222,3.33333333333333,5.5,5.83333333333333,-2.44948974278318
"64","stFemale","Masculino",64,"p64","female4trigemeas",120.627,1620147256143,1620147376770,3,"2021-05-04 13:54:15","Aceito",2,3,1,4,5,2,3,1,4,3,5,1,3,8,5,"2021-05-04 13:57:26",2,5,3,2,4,1,4,1,3,2,3,1,6,4,3,"Negro","Classe Média","Carpi/pe","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",2.77777777777778,2.77777777777778,4.16666666666667,3.16666666666667,-4.35889894354067
"65","stFemale","Masculino",70,"p70","female4trigemeas",538.665,1620154823326,1620155361991,9,"2021-05-04 16:01:16","Aceito",4,3,2,4,4,4,2,4,5,5,5,6,5,4,2,"2021-05-04 16:15:21",3,5,4,2,5,3,4,3,4,6,7,2,6,1,7,"Pardo","Classe Baixa","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.55555555555556,3.66666666666667,4.5,4.83333333333333,-3.46410161513775
"66","stFemale","Masculino",71,"p71","female4trigemeas",265.956,1620149590002,1620149855958,12,"2021-05-04 14:33:27","Aceito",5,3,5,5,4,5,3,5,5,8,8,7,4,6,3,"2021-05-04 14:42:29",4,4,3,5,2,5,3,5,5,8,7,6,5,3,3,"Pardo","Classe Média","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.44444444444444,4,6,5.33333333333333,-3
"67","stFemale","Masculino",73,"p73","female4trigemeas",255.959,1619716206746,1619716462705,9,"2021-04-29 14:10:02","Aceito",4,3,5,4,5,3,4,4,5,4,4,3,6,3,3,"2021-04-29 14:16:47",5,5,4,4,5,5,4,4,3,4,3,3,4,4,3,"Branco","Classe Baixa","PAUDALHO","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.11111111111111,4.33333333333333,3.83333333333333,3.5,-3.46410161513775
"68","stFemale","Masculino",78,"p78","female4bolsas",88.546,1620147499038,1620147587584,3,"2021-05-04 13:58:19","Aceito",4,1,5,5,5,3,4,4,5,8,8,1,8,4,1,"2021-05-04 14:00:53",5,3,5,4,5,5,5,5,5,7,8,6,5,5,5,"Amarelo","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4,4.66666666666667,5,6,-4.35889894354067
"69","stFemale","Masculino",80,"p80","female4bolsas",1853.976,1619834105492,1619835959468,16,"2021-04-30 22:55:01","Aceito",5,4,3,4,4,2,3,5,5,8,8,8,8,8,8,"2021-04-30 23:34:40",4,2,5,5,5,2,3,5,5,8,8,8,8,8,8,"Branco","Classe Média","carpi","3º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.88888888888889,4,8,8,-1.4142135623731
"70","stFemale","Masculino",83,"p83","female4math",258.046,1620147038383,1620147296429,13,"2021-05-04 13:50:37","Aceito",4,2,4,5,4,5,5,3,5,8,8,8,8,6,8,"2021-05-04 13:56:45",4,5,4,3,3,5,5,5,5,8,8,8,6,5,6,"Pardo","Classe Média","carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.11111111111111,4.33333333333333,7.66666666666667,6.83333333333333,-2.82842712474619
"71","stFemale","Masculino",84,"p84","female4trigemeas",133.71,1620147565910,1620147699620,3,"2021-05-04 13:59:44","Aceito",4,2,3,5,5,4,3,4,5,4,5,4,4,5,4,"2021-05-04 14:03:18",3,4,4,4,4,5,4,5,4,5,6,6,5,6,5,"Pardo","Classe Média","Tracunhaém","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.88888888888889,4.11111111111111,4.33333333333333,5.5,-4.24264068711928
"72","stFemale","Masculino",89,"p89","female4bolsas",161.565,1620147118715,1620147280280,3,"2021-05-04 13:52:15","Aceito",4,2,4,5,3,4,3,4,2,8,8,4,3,3,8,"2021-05-04 13:56:20",4,3,4,3,4,4,3,4,5,6,8,3,8,7,5,"Pardo","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.44444444444444,3.77777777777778,5.66666666666667,6.16666666666667,-4.24264068711928
"73","stFemale","Masculino",103,"p103","female4trigemeas",181.797,1620148305550,1620148487347,12,"2021-05-04 14:01:00","Aceito",3,1,4,4,5,5,5,1,5,8,8,8,8,1,1,"2021-05-04 14:19:44",5,5,5,4,5,5,5,5,5,8,4,5,8,5,5,"Branco","Classe Média","Carpi-PE.","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.66666666666667,4.88888888888889,5.66666666666667,5.83333333333333,-3
"74","stFemale","Masculino",108,"p108","female4math",254.822,1620146670446,1620146925268,11,"2021-05-04 13:45:34","Aceito",4,4,5,5,4,5,5,5,4,8,8,8,8,3,8,"2021-05-04 13:51:44",5,5,4,5,3,5,3,4,5,8,8,8,8,8,8,"Branco","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.55555555555556,4.33333333333333,7.16666666666667,8,-3.16227766016838
"75","stFemale","Masculino",109,"p109","female4math",254.822,1620146670446,1620146925268,11,"2021-05-04 13:45:59","Aceito",4,4,5,5,4,5,5,5,4,8,8,8,8,3,8,"2021-05-04 13:51:44",5,5,4,5,3,5,3,4,5,8,8,8,8,8,8,"Branco","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.55555555555556,4.33333333333333,7.16666666666667,8,-3.16227766016838
"76","stFemale","Masculino",113,"p113","female4bolsas",193.355,1620147503092,1620147696447,12,"2021-05-04 13:58:38","Aceito",4,4,5,5,5,4,3,2,5,8,8,8,8,8,6,"2021-05-04 14:04:30",4,5,4,4,1,4,4,5,5,8,5,4,8,6,6,"Pardo","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.11111111111111,4,7.66666666666667,6.16666666666667,-3
"77","stFemale","Masculino",114,"p114","female4trigemeas",254.721,1620148029071,1620148283792,14,"2021-05-04 14:07:16","Aceito",3,2,3,4,3,3,4,4,3,2,6,6,3,3,3,"2021-05-04 14:30:36",3,2,4,4,4,2,3,4,4,6,6,6,6,2,5,"Pardo","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.22222222222222,3.33333333333333,3.83333333333333,5.16666666666667,-2.64575131106459
"78","stFemale","Masculino",115,"p115","female4trigemeas",202.538,1620143896695,1620144099233,10,"2021-05-04 13:56:42","Aceito",5,1,3,4,5,4,3,3,5,6,8,8,8,7,8,"2021-05-04 14:02:53",3,4,3,1,5,5,5,5,5,8,7,8,5,5,5,"Pardo","Classe Baixa","Lagoa de itaenga Pe","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.66666666666667,4,7.5,6.33333333333333,-3.3166247903554
"79","stFemale","Masculino",120,"p120","female4math",421.381,1620146814787,1620147236168,16,"2021-05-04 13:47:11","Aceito",4,1,4,5,5,5,3,3,5,8,8,8,8,8,8,"2021-05-04 13:57:32",5,3,4,3,5,5,5,5,5,8,8,8,8,8,8,"Pardo","Classe Média","Lagoa de Itaenga","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.88888888888889,4.44444444444444,8,8,-2.23606797749979
"80","stMale","Feminino",23,"p23","male4enem",291.002,1620147223530,1620147514532,16,"2021-05-04 13:54:01","Aceito",3,3,4,4,3,3,4,4,4,6,7,6,6,6,4,"2021-05-04 14:03:15",3,5,4,3,3,4,4,3,4,7,5,7,6,5,6,"Pardo","Classe Média","Feira Nova","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.55555555555556,3.66666666666667,5.83333333333333,6,-2.23606797749979
"81","stMale","Feminino",33,"p33","male4stem",121.314,1620147511893,1620147633207,3,"2021-05-04 13:58:39","Aceito",2,1,5,5,5,2,3,2,5,7,8,8,8,1,7,"2021-05-04 14:04:28",5,5,1,3,1,5,1,3,5,8,8,3,8,8,1,"Branco","Classe Baixa","Carpi pe","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.33333333333333,3.22222222222222,6.5,6,-4.47213595499958
"82","stMale","Feminino",37,"p37","male4stem",193.266,1620405819657,1620406012923,14,"2021-05-07 13:43:36","Aceito",4,2,4,4,5,5,1,4,4,8,8,8,8,8,4,"2021-05-07 13:57:39",5,5,4,5,4,3,4,3,5,8,8,8,8,3,6,"Pardo","Classe Média","Carpi","3º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.66666666666667,4.22222222222222,7.33333333333333,6.83333333333333,-2.64575131106459
"83","stMale","Feminino",42,"p42","male4tpe",135.498,1620147409337,1620147544835,10,"2021-05-04 13:56:08","Aceito",4,4,5,4,5,4,3,5,4,8,8,8,8,7,2,"2021-05-04 14:00:19",4,3,4,5,4,4,4,4,3,7,4,3,4,5,6,"Pardo","Classe Média","Araçoiaba","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.22222222222222,3.88888888888889,6.83333333333333,4.83333333333333,-3.3166247903554
"84","stMale","Feminino",44,"p44","male4tpe",441.996,1620178776422,1620179218418,17,"2021-05-04 22:39:34","Aceito",3,2,2,3,2,2,3,3,3,6,6,6,5,6,5,"2021-05-04 22:52:18",4,5,4,4,2,2,3,3,2,8,8,7,7,6,6,"Pardo","Classe Média","Araçoiaba","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",2.55555555555556,3.22222222222222,5.66666666666667,7,-2
"85","stMale","Feminino",46,"p46","male4stem",230.14,1620149378860,1620149609000,15,"2021-05-04 14:29:56","Aceito",3,3,2,3,4,3,2,3,4,4,4,4,4,3,3,"2021-05-04 14:35:42",3,2,3,2,3,3,2,4,4,3,1,3,2,3,3,"Indíge","Classe Média","Araçoiaba","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3,2.88888888888889,3.66666666666667,2.5,-2.44948974278318
"86","stMale","Feminino",47,"p47","male4stem",230.14,1620149378860,1620149609000,15,"2021-05-04 14:24:39","Aceito",3,3,2,3,4,3,2,3,4,4,4,4,4,3,3,"2021-05-04 14:35:42",3,2,3,2,3,3,2,4,4,3,1,3,2,3,3,"Indíge","Classe Média","Araçoiaba","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3,2.88888888888889,3.66666666666667,2.5,-2.44948974278318
"87","stMale","Feminino",50,"p50","male4tpe",156.221,1619715430599,1619715586820,3,"2021-04-29 13:56:02","Aceito",3,3,2,3,4,3,4,5,3,8,8,8,8,4,4,"2021-04-29 14:01:49",3,5,4,2,2,4,2,4,3,8,8,8,7,5,7,"Pardo","Classe Média","Paudalho","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.33333333333333,3.22222222222222,6.66666666666667,7.16666666666667,-4.24264068711928
"88","stMale","Feminino",53,"p53","male4tpe",1200.882,1619715620442,1619716821324,4,"2021-04-29 14:00:27","Aceito",4,2,4,5,5,4,5,5,4,8,5,6,5,6,7,"2021-04-29 14:29:39",4,5,4,4,5,4,3,3,4,8,8,8,8,4,5,"Pardo","Classe Média","Paudalho- Pe","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.22222222222222,4,6.16666666666667,6.83333333333333,-4.12310562561766
"89","stMale","Feminino",54,"p54","male4tpe",1200.882,1619715620442,1619716821324,4,"2021-04-29 13:56:37","Aceito",4,2,4,5,5,4,5,5,4,8,5,6,5,6,7,"2021-04-29 14:29:39",4,5,4,4,5,4,3,3,4,8,8,8,8,4,5,"Pardo","Classe Média","Paudalho- Pe","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.22222222222222,4,6.16666666666667,6.83333333333333,-4.12310562561766
"90","stMale","Feminino",63,"p63","male4tpe",527.761,1620154986342,1620155514103,12,"2021-05-04 16:03:22","Aceito",4,4,3,4,4,4,5,5,5,6,6,6,8,8,8,"2021-05-04 16:16:29",3,4,4,3,3,4,3,4,4,8,8,8,8,6,6,"Pardo","Classe Baixa","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.22222222222222,3.55555555555556,7,7.33333333333333,-3
"91","stMale","Feminino",69,"p69","male4stem",6113.038,1620155506416,1620161619454,13,"2021-05-04 16:12:04","Aceito",5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,"2021-05-04 17:56:59",5,5,5,4,5,4,4,5,5,8,8,8,8,3,8,"Branco","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",5,4.66666666666667,8,7.16666666666667,-2.82842712474619
"92","stMale","Feminino",76,"p76","male4stem",113.915,1620148247641,1620148361556,12,"2021-05-04 14:10:43","Aceito",3,2,3,4,3,3,3,4,3,8,8,8,8,1,1,"2021-05-04 14:15:18",4,5,3,3,3,4,4,5,4,8,8,8,8,1,1,"Branco","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.11111111111111,3.88888888888889,5.66666666666667,5.66666666666667,-3
"93","stMale","Feminino",98,"p98","male4stem",288.435,1619808725383,1619809013818,9,"2021-04-30 15:49:54","Aceito",2,4,4,2,5,4,3,4,5,8,8,8,7,7,7,"2021-04-30 15:57:26",4,3,3,1,4,4,5,4,5,8,7,7,6,7,6,"Negro","Classe Baixa","Tracunhaém","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.66666666666667,3.66666666666667,7.5,6.83333333333333,-3.46410161513775
"94","stMale","Feminino",105,"p105","male4enem",428.454,1620149890021,1620150318475,12,"2021-05-04 14:38:09","Aceito",4,4,3,5,5,4,3,3,4,8,8,8,5,5,8,"2021-05-04 14:50:29",4,3,4,3,3,5,4,4,4,8,8,7,6,8,8,"Pardo","Classe Média","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.88888888888889,3.77777777777778,7,7.5,-3
"95","stMale","Feminino",135,"p135","male4enem",686.563,1620147795360,1620148481923,17,"2021-05-04 14:03:10","Aceito",3,4,2,2,4,4,1,5,4,4,6,5,5,3,2,"2021-05-04 14:20:19",5,1,1,3,2,3,3,3,4,8,8,1,4,1,4,"Pardo","Classe Baixa","carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.22222222222222,2.77777777777778,4.16666666666667,4.33333333333333,-2
"96","stMale","Feminino",137,"p137","male4stem",349.911,1620146870856,1620147220767,14,"2021-05-04 13:47:49","Aceito",3,2,4,5,4,3,4,4,4,5,5,7,7,7,5,"2021-05-04 13:57:24",3,2,3,3,3,2,3,5,3,8,4,8,8,4,8,"Negro","Classe Média","Vicência","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.66666666666667,3,6,6.66666666666667,-2.64575131106459
"97","stMale","Feminino",138,"p138","male4tpe",383.194,1620147468394,1620147851588,11,"2021-05-04 13:58:05","Aceito",3,1,1,5,5,3,1,3,3,1,1,1,1,1,1,"2021-05-04 14:10:11",3,3,1,1,1,5,3,5,4,8,8,1,8,1,1,"Negro","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",2.77777777777778,2.88888888888889,1,4.5,-3.16227766016838
"98","stMale","Feminino",139,"p139","male4tpe",383.194,1620147468394,1620147851588,11,"2021-05-04 13:55:40","Aceito",4,1,3,5,5,3,1,3,3,1,2,1,1,1,1,"2021-05-04 14:10:11",3,3,1,1,1,5,3,5,4,8,8,1,8,1,1,"Negro","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.11111111111111,2.88888888888889,1.16666666666667,4.5,-3.16227766016838
"99","stMale","Feminino",141,"p141","male4enem",114.94,1619716184915,1619716299855,6,"2021-04-29 14:08:43","Aceito",2,3,3,4,4,5,4,5,5,8,8,8,1,3,1,"2021-04-29 14:14:21",4,5,1,4,5,3,3,1,3,8,8,1,1,1,8,"Pardo","Classe Baixa","Paudalho","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.88888888888889,3.22222222222222,4.83333333333333,4.5,-3.87298334620742
"100","stMale","Masculino",1,"p01","male4stem",284.845,1620148152461,1620148437306,12,"2021-05-04 14:01:07","Aceito",4,4,4,4,3,4,3,4,3,8,8,8,8,7,7,"2021-05-04 14:17:47",5,5,3,5,1,3,3,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,3.44444444444444,7.66666666666667,6.5,-3
"101","stMale","Masculino",2,"p02","male4stem",284.845,1620148152461,1620148437306,12,"2021-05-04 14:01:07","Aceito",4,4,4,4,3,4,3,4,3,8,8,8,8,7,7,"2021-05-04 14:25:46",5,5,3,3,1,3,5,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,3.44444444444444,7.66666666666667,6.5,-3
"102","stMale","Masculino",3,"p03","male4stem",284.845,1620148152461,1620148437306,12,"2021-05-04 14:09:02","Aceito",4,4,3,4,3,4,3,4,3,8,8,8,8,6,6,"2021-05-04 14:17:47",5,5,3,5,1,3,3,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.55555555555556,3.44444444444444,7.33333333333333,6.5,-3
"103","stMale","Masculino",4,"p04","male4stem",284.845,1620148152461,1620148437306,12,"2021-05-04 14:09:02","Aceito",4,4,3,4,3,4,3,4,3,8,8,8,8,6,6,"2021-05-04 14:25:46",5,5,3,3,1,3,5,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.55555555555556,3.44444444444444,7.33333333333333,6.5,-3
"104","stMale","Masculino",9,"p09","male4stem",284.845,1620148152461,1620148437306,12,"2021-05-04 14:21:36","Aceito",4,4,3,4,3,4,3,4,4,8,8,8,6,6,5,"2021-05-04 14:17:47",5,5,3,5,1,3,3,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,3.44444444444444,6.83333333333333,6.5,-3
"105","stMale","Masculino",10,"p10","male4stem",284.845,1620148152461,1620148437306,12,"2021-05-04 14:21:36","Aceito",4,4,3,4,3,4,3,4,4,8,8,8,6,6,5,"2021-05-04 14:25:46",5,5,3,3,1,3,5,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.66666666666667,3.44444444444444,6.83333333333333,6.5,-3
"106","stMale","Masculino",13,"p13","male4enem",81.527,1619803138112,1619803219639,4,"2021-04-30 14:18:56","Aceito",4,3,2,4,3,3,2,4,4,7,8,8,7,8,7,"2021-04-30 14:22:19",3,4,3,3,2,3,4,2,3,8,7,6,8,7,7,"Pardo","Classe Média","Carpi permbuco","3º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.22222222222222,3,7.5,7.16666666666667,-4.12310562561766
"107","stMale","Masculino",19,"p19","male4enem",283.557,1619809448424,1619809731981,14,"2021-04-30 16:04:07","Aceito",5,3,3,4,4,5,5,5,5,8,8,8,6,8,6,"2021-04-30 16:18:35",5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,"Pardo","Classe Média","Araçoiaba","2º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.33333333333333,5,7.33333333333333,8,-2.64575131106459
"108","stMale","Masculino",27,"p27","male4stem",110.507,1620146837215,1620146947722,4,"2021-05-04 13:49:10","Aceito",5,1,5,5,5,5,5,5,5,8,8,1,8,8,1,"2021-05-04 13:52:55",1,5,5,5,5,5,1,5,5,6,6,5,6,7,5,"Pardo","Classe Baixa","Araçoiaba","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.55555555555556,4.11111111111111,5.66666666666667,5.83333333333333,-4.12310562561766
"109","stMale","Masculino",28,"p28","male4stem",110.507,1620146837215,1620146947722,4,"2021-05-04 13:49:10","Aceito",5,1,5,5,5,5,5,5,5,8,8,1,8,8,1,"2021-05-04 13:53:03",1,5,5,5,5,5,1,5,5,6,6,5,6,7,5,"Pardo","Classe Baixa","Araçoiaba","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.55555555555556,4.11111111111111,5.66666666666667,5.83333333333333,-4.12310562561766
"110","stMale","Masculino",29,"p29","male4stem",110.507,1620146837215,1620146947722,4,"2021-05-04 13:49:10","Aceito",5,1,5,5,5,5,5,5,5,8,8,1,8,8,1,"2021-05-04 14:01:27",1,5,5,5,5,5,1,5,5,6,6,5,6,7,5,"Pardo","Classe Baixa","Araçoiaba","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.55555555555556,4.11111111111111,5.66666666666667,5.83333333333333,-4.12310562561766
"111","stMale","Masculino",32,"p32","male4tpe",742.464,1620147744912,1620148487376,16,"2021-05-04 14:02:24","Aceito",5,1,4,5,5,4,5,3,4,8,8,8,6,4,6,"2021-05-04 14:24:55",4,1,5,1,1,5,4,4,5,8,8,8,8,8,8,"Branco","Classe Baixa","carpi PE","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4,3.33333333333333,6.66666666666667,8,-2.23606797749979
"112","stMale","Masculino",38,"p38","male4tpe",269.648,1619804000813,1619804270461,16,"2021-04-30 14:31:34","Aceito",2,1,3,4,3,4,5,3,3,3,4,4,6,8,5,"2021-04-30 14:46:22",4,1,3,3,4,4,4,4,4,8,8,5,8,6,8,"Pardo","Classe Baixa","LAGOA DO CARRO","3º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.11111111111111,3.44444444444444,5,7.16666666666667,-2.23606797749979
"113","stMale","Masculino",40,"p40","male4tpe",199.381,1619805461402,1619805660783,15,"2021-04-30 14:57:38","Aceito",5,3,5,5,4,3,4,5,5,5,5,7,6,6,8,"2021-04-30 16:08:24",5,4,5,3,5,4,4,5,5,8,8,7,7,6,5,"Pardo","Classe Média","Carpi","2º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.33333333333333,4.44444444444444,6.16666666666667,6.83333333333333,-2.44948974278318
"114","stMale","Masculino",48,"p48","male4tpe",1113.735,1619813867722,1619814981457,15,"2021-04-30 17:10:54","Aceito",4,4,3,4,4,3,4,4,4,7,7,7,6,7,6,"2021-04-30 17:42:37",4,3,3,4,4,4,3,3,3,6,6,5,6,5,6,"Pardo","Classe Média","Carpi","2º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.77777777777778,3.44444444444444,6.66666666666667,5.66666666666667,-2.44948974278318
"115","stMale","Masculino",49,"p49","male4stem",338.95,1620149933418,1620150272368,16,"2021-05-04 14:38:53","Aceito",4,2,3,4,4,4,5,4,5,8,8,8,8,8,8,"2021-05-04 14:50:14",5,5,4,3,4,5,5,4,4,8,8,8,8,8,8,"Pardo","Classe Média","Carpi PE","2º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.88888888888889,4.33333333333333,8,8,-2.23606797749979
"116","stMale","Masculino",65,"p65","male4stem",479.537,1619716795073,1619717274610,16,"2021-04-29 14:16:03","Aceito",5,4,5,5,4,5,5,3,5,8,8,8,8,4,4,"2021-04-29 14:33:51",5,5,5,5,3,4,4,4,5,8,8,8,8,5,8,"Pardo","Classe Baixa","Paudalho","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.55555555555556,4.44444444444444,6.66666666666667,7.5,-2.23606797749979
"117","stMale","Masculino",66,"p66","male4stem",479.537,1619716795073,1619717274610,16,"2021-04-29 14:16:03","Aceito",5,4,5,5,4,5,5,3,5,8,8,8,8,4,4,"2021-04-29 14:34:04",5,5,5,5,3,4,4,4,5,8,8,8,8,5,8,"Pardo","Classe Baixa","Paudalho","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.55555555555556,4.44444444444444,6.66666666666667,7.5,-2.23606797749979
"118","stMale","Masculino",67,"p67","male4stem",479.537,1619716795073,1619717274610,16,"2021-04-29 14:12:00","Aceito",5,4,5,5,2,5,5,3,5,8,8,8,8,8,6,"2021-04-29 14:33:51",5,5,5,5,3,4,4,4,5,8,8,8,8,5,8,"Pardo","Classe Baixa","Paudalho","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.33333333333333,4.44444444444444,7.66666666666667,7.5,-2.23606797749979
"119","stMale","Masculino",68,"p68","male4stem",479.537,1619716795073,1619717274610,16,"2021-04-29 14:12:00","Aceito",5,4,5,5,2,5,5,3,5,8,8,8,8,8,6,"2021-04-29 14:34:04",5,5,5,5,3,4,4,4,5,8,8,8,8,5,8,"Pardo","Classe Baixa","Paudalho","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.33333333333333,4.44444444444444,7.66666666666667,7.5,-2.23606797749979
